id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
68426793,73316619,31075,31075,31075, 36 months,7.49,966.49,A,A4,Lieutenant,10+ years,RENT,70000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68426793,,credit_card,Credit card refinancing,301xx,GA,17.18,0,Apr-91,1,,,10,0,31640,48.6,28,w,31075,31075,0,0,0,0,0,0,0,,0,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,0,135003,1,1,1,1,12,24347,91.1,1,1,17645,61,65100,1,5,1
68366973,73256823,24000,24000,24000, 60 months,13.99,558.32,C,C4,Pastor,8 years,RENT,82193,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68366973,,credit_card,Credit card refinancing,461xx,IN,29.92,0,Aug-99,0,,,15,0,14714,48.2,34,w,24000,24000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,599,90362,0,2,1,2,9,75648,79.7,0,1,6127,68,30500,1,0,4
68587491,73477331,15000,15000,15000, 36 months,6.99,463.09,A,A3,Purchasing Manager,2 years,MORTGAGE,93000,Not Verified,15-Dec,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68587491,,credit_card,Credit card refinancing,020xx,MA,14.86,0,Oct-93,1,,,8,0,14914,43.2,17,w,15000,15000,0,0,0,0,0,0,0,,0,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,0,306430,1,2,1,1,2,50591,40.8,1,1,4286,42.6,34500,3,0,6
68476512,73366351,8000,8000,8000, 36 months,6.99,246.99,A,A3,Registered Nurse ,1 year,MORTGAGE,80000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68476512,,credit_card,Credit card refinancing,164xx,PA,18.92,0,4-Apr,1,,,17,0,5387,36.2,25,w,8000,8000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,314484,2,11,1,1,6,61900,83.9,2,4,3692,75.9,14900,0,0,4
68466830,73356665,35000,35000,35000, 36 months,13.99,1196.05,C,C4,Truck driver ,2 years,MORTGAGE,90000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68466830,,debt_consolidation,Debt consolidation,347xx,FL,10.97,0,12-May,0,,,5,0,2193,12.3,7,w,35000,35000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,201577,0,1,0,1,14,8496,84.4,1,2,0,38.2,17900,0,1,1
68537434,73427264,16000,16000,16000, 60 months,11.48,351.73,B,B5,Sr Sales Executive,6 years,RENT,65000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68537434,,debt_consolidation,Debt consolidation,327xx,FL,21.16,0,1-Feb,0,,91,13,1,12669,53.9,18,w,16000,16000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,35429,1,4,1,2,3,22760,49.6,0,1,5075,51,23500,1,0,1
68577640,73467488,12000,12000,12000, 36 months,15.77,420.53,D,D1,Payroll Manager,< 1 year,MORTGAGE,143000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68577640,,debt_consolidation,Debt consolidation,945xx,CA,3.61,1,3-May,1,17,,8,0,6198,30.2,12,w,12000,12000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,35,1,INDIVIDUAL,,,,0,0,356838,4,2,2,2,3,8749,89.3,2,2,2699,49.3,20500,1,0,3
68436822,73326654,5200,5200,5200, 36 months,10.78,169.71,B,B4,President,7 years,MORTGAGE,160000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68436822,,debt_consolidation,Debt consolidation,750xx,TX,8,1,Nov-87,1,21,,6,0,8211,39.7,23,w,5200,5200,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,48,1,INDIVIDUAL,,,,0,0,73435,2,0,0,0,58,0,,3,3,6706,39.7,20700,2,2,7
67839460,72698200,30000,30000,30000, 60 months,13.44,689.37,C,C3,legal secretary,5 years,MORTGAGE,81000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67839460,,debt_consolidation,Debt consolidation,207xx,MD,12.03,3,May-89,0,12,,12,0,18471,52.5,18,w,30000,30000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,166614,0,1,0,0,49,8223,38.8,0,0,11438,47.4,35200,2,0,1
68506619,73396440,5000,5000,5000, 36 months,11.99,166.05,C,C1,RN,8 years,MORTGAGE,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68506619,,debt_consolidation,Debt consolidation,301xx,GA,19.56,0,9-Mar,0,,,13,0,15996,50.8,19,w,5000,5000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,164988,1,1,0,0,26,8504,56.7,1,1,3452,52.7,31500,5,1,6
68341663,72928657,20000,20000,20000, 60 months,13.44,459.58,C,C3,Administrative Manager ,9 years,MORTGAGE,75000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68341663,,debt_consolidation,,596xx,MT,20.67,0,4-Feb,1,,,16,0,18818,48.8,54,w,20000,20000,0,0,0,0,0,0,0,,0,16-Jan,15-Dec,0,,1,JOINT,100000,16.4,Not Verified,0,0,300744,2,3,1,1,10,99376,67.2,3,4,6713,59,38600,1,7,3
68386931,73276782,5875,5875,5875, 36 months,7.91,183.86,A,A5,Purchasing Assistant,5 years,RENT,70000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68386931,,debt_consolidation,Debt consolidation,926xx,CA,9.53,0,2-Nov,0,45,61,9,1,5814,45.1,18,w,5875,5875,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,45,1,INDIVIDUAL,,,,0,0,21709,1,1,0,1,21,15895,80,2,3,2549,66.3,12900,1,0,0
67675195,72528908,5000,5000,5000, 36 months,14.85,172.96,C,C5,Social Worker Supervisor,2 years,RENT,67000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67675195,,credit_card,Credit card refinancing,191xx,PA,31.08,0,Oct-99,2,32,,18,0,16036,57.6,38,w,5000,5000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,43,1,INDIVIDUAL,,,,0,0,123030,4,6,1,2,8,105520,72.5,3,7,4335,68.7,27100,1,0,6
68366912,73256757,5000,5000,5000, 36 months,12.88,168.19,C,C2,Bartender ,7 years,MORTGAGE,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68366912,,home_improvement,Home improvement,222xx,VA,30.24,2,8-Jan,2,18,,10,0,11687,44.9,31,w,5000,5000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,41131,0,2,0,0,25,29444,63.3,2,2,7300,56.7,26000,0,1,3
68547492,73437347,14000,14000,14000, 60 months,15.77,338.75,D,D1,Business Systems Analyst,1 year,RENT,45500,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68547492,,debt_consolidation,Debt consolidation,770xx,TX,19.24,0,Jun-81,0,39,,10,0,6297,25.9,12,w,14000,14000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,200,37485,2,3,1,1,5,28603,96.7,1,3,3619,65.3,24300,3,0,5
68375498,73265283,19600,19600,19600, 60 months,15.77,474.25,D,D1,Sales representative,8 years,MORTGAGE,80000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68375498,,debt_consolidation,Debt consolidation,038xx,NH,18.99,0,3-Oct,1,,,15,0,11038,81.1,26,w,19600,19600,0,0,0,0,0,0,0,,0,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,0,341767,1,4,2,4,5,30775,70.4,0,2,2256,72.6,13200,2,1,1
68596708,73486530,15000,15000,15000, 36 months,9.8,482.61,B,B3,maintenance,10+ years,RENT,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68596708,,credit_card,Credit card refinancing,436xx,OH,25.56,0,Dec-77,2,,,19,0,15448,25.5,53,w,15000,15000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,95299,2,2,1,5,5,18420,84.6,4,5,8002,41.2,60500,3,2,7
66574010,71299823,35000,35000,35000, 36 months,13.99,1196.05,C,C4,RRT,6 years,OWN,75000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66574010,,debt_consolidation,Debt consolidation,346xx,FL,18.19,0,2-Sep,0,,,17,0,22755,69.6,32,w,35000,35000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,52074,0,7,0,1,18,29319,79.6,0,2,10007,74.9,32700,0,0,0
68356901,73246730,6025,6025,6025, 36 months,14.85,208.42,C,C5,Mgr. Quality Control,10+ years,RENT,110000,Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68356901,,debt_consolidation,Debt consolidation,027xx,MA,21.32,1,Oct-99,2,17,58,17,1,7047,38.4,37,w,6025,6025,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,68,1,INDIVIDUAL,,,,0,0,71368,5,5,4,6,1,64321,92.9,2,4,1928,81.5,18600,5,4,14
68526818,73416651,16000,16000,16000, 36 months,8.49,505.01,B,B1,Engineer ,10+ years,MORTGAGE,140000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68526818,,credit_card,Credit card refinancing,786xx,TX,14.68,2,Feb-00,0,1,,19,0,28430,77.3,25,w,16000,16000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,232670,0,4,0,1,14,23935,35.4,2,4,8892,50.1,36800,2,2,1
68376378,73266191,24000,24000,24000, 60 months,10.78,519.19,B,B4,Division Director OBGYN ,2 years,MORTGAGE,110000,Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68376378,,debt_consolidation,Debt consolidation,483xx,MI,20.82,0,Jun-83,0,38,,15,0,26534,34.6,35,w,24000,24000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,199389,2,4,3,4,4,33182,78.7,2,3,21439,50.3,76600,3,0,6
68426668,73316492,5475,5475,5475, 36 months,18.99,200.67,E,E1,Captain,10+ years,MORTGAGE,108000,Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68426668,,debt_consolidation,Debt consolidation,349xx,FL,33.47,4,Dec-99,2,15,,11,0,3045,41,27,w,5475,5475,0,0,0,0,0,0,0,,0,16-Feb,16-Jan,0,107,1,INDIVIDUAL,,,,0,95,316524,4,4,2,3,1,118276,88,3,3,1086,41,7450,1,0,7
68537517,73427350,20000,20000,20000, 36 months,9.8,643.47,B,B3,Director,10+ years,OWN,96000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68537517,,debt_consolidation,Debt consolidation,341xx,FL,19.04,0,Mar-96,0,,,9,0,8516,37.8,14,w,20000,20000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,42443,1,5,2,3,7,33927,57.6,1,1,3959,52.1,22500,0,1,0
68547122,73436963,24000,24000,24000, 36 months,9.17,765.1,B,B2,Nurse Anestheti,2 years,MORTGAGE,210000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68547122,,debt_consolidation,Debt consolidation,563xx,MN,20.16,0,2-Aug,1,,,18,0,16417,65.1,35,w,24000,24000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,560509,4,7,2,3,4,227438,64,3,3,4423,64.3,25200,3,2,3
68587508,73477348,7200,7200,7200, 36 months,6.49,220.65,A,A2,Sales,10+ years,MORTGAGE,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68587508,,credit_card,Credit card refinancing,376xx,TN,20.68,0,2-Sep,0,,,3,0,4727,67.5,22,w,7200,7200,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,39078,0,2,1,2,8,34351,85.1,0,1,4727,82.5,7000,0,1,2
68547369,73437218,10500,10500,10500, 36 months,8.49,331.42,B,B1,Strategic Account Manager,4 years,MORTGAGE,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68547369,,debt_consolidation,Debt consolidation,250xx,WV,15.39,1,May-98,0,19,35,13,1,10760,62.6,19,w,10500,10500,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,107112,2,4,0,0,38,10578,45.6,1,2,3415,52.8,17200,0,0,1
68565380,73455170,14550,14550,14550, 60 months,15.77,352.06,D,D1,Administrative Assistant,10+ years,MORTGAGE,70000,Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68565380,,debt_consolidation,Debt consolidation,338xx,FL,34.44,0,Sep-77,0,,,13,0,138287,83,27,w,14550,14550,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,369766,1,0,0,0,61,0,0,1,1,24007,83,167010,0,0,2
68547291,73437138,24000,24000,24000, 60 months,12.88,544.61,C,C2,Speech Language Pathologist,2 years,MORTGAGE,75181.21,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68547291,,debt_consolidation,Debt consolidation,242xx,VA,31.57,0,Feb-00,1,,,13,0,17497,44.4,37,w,24000,24000,0,0,0,0,0,0,0,,0,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,0,276355,1,5,0,4,22,63173,58.7,1,1,11067,54.9,39400,0,4,1
68366850,73256689,16000,16000,16000, 36 months,5.32,481.84,A,A1,Marketing manager,8 years,MORTGAGE,96000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68366850,,debt_consolidation,Debt consolidation,551xx,MN,14.45,0,Sep-90,1,55,,23,0,21922,29.8,38,w,16000,16000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,55,1,INDIVIDUAL,,,,0,0,200216,2,5,0,0,27,39393,81.9,1,4,7009,50.4,73500,2,12,4
68516545,73406354,25000,25000,25000, 36 months,7.49,777.55,A,A4,,n/a,MORTGAGE,132000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68516545,,debt_consolidation,Debt consolidation,498xx,MI,13.83,0,Aug-74,1,,,14,0,33231,48,32,w,25000,25000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,78666,1,3,3,4,1,17405,57.7,0,2,12966,50.7,69200,4,13,4
68546562,73436384,24000,24000,24000, 36 months,9.17,765.1,B,B2,Accounting Manager,10+ years,MORTGAGE,75000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68546562,,debt_consolidation,Debt consolidation,029xx,RI,10.11,0,May-85,3,,47,14,1,11763,39.5,25,w,23975,23975,25,25,25,0,0,0,0,16-Jan,25,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,20031,2,1,0,1,16,8268,63.6,2,5,5200,46.8,29800,1,0,3
68366957,73256807,8400,8400,8400, 36 months,9.17,267.79,B,B2,Budget Services Coordinator,2 years,MORTGAGE,70000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68366957,,debt_consolidation,Debt consolidation,303xx,GA,12.96,0,Jan-97,0,,,7,0,4595,60.5,36,w,8400,8400,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,134707,0,3,1,1,9,108609,86.9,0,0,2055,80.6,7600,2,0,2
68476511,73366350,25825,25825,25825, 60 months,26.06,774.14,F,F5,Claims Rep ,6 years,RENT,68000,Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68476511,,debt_consolidation,Debt consolidation,207xx,MD,31.68,0,2-Jan,1,73,,18,0,20769,69.7,33,w,25825,25825,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,72831,2,4,2,6,3,52062,86.9,1,2,2739,77,29800,1,7,1
68341730,72928745,23000,23000,23000, 36 months,9.8,739.99,B,B3,Feeder Driver,9 years,MORTGAGE,90247,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68341730,,credit_card,,230xx,VA,17.09,0,May-00,0,37,,11,0,21039,41.3,25,w,23000,23000,0,0,0,0,0,0,0,,0,16-Feb,15-Dec,0,,1,INDIVIDUAL,,,,0,0,186007,3,1,1,2,7,21499,86,4,4,9895,56,51000,0,0,2
68192805,73060538,8000,8000,8000, 36 months,17.97,289.1,D,D4,,n/a,MORTGAGE,33130,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68192805,,debt_consolidation,Debt consolidation,711xx,LA,11.52,1,May-94,1,16,,18,0,7610,27.4,26,w,8000,8000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,46,1,INDIVIDUAL,,,,0,1082,207921,2,0,0,0,59,0,,4,5,2725,27.4,27800,1,1,3
68487157,73377001,15600,15600,15600, 60 months,13.44,358.48,C,C3,Officer / Sheriff's office,10+ years,MORTGAGE,52000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68487157,,major_purchase,Major purchase,138xx,NY,15.37,0,Feb-95,1,,,6,0,12329,69.3,13,w,15600,15600,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,96594,1,1,0,1,24,9480,72.9,1,1,4132,70.8,17800,1,1,2
68496812,73386636,5000,5000,5000, 36 months,11.48,164.84,B,B5,Direct Support Professional,1 year,RENT,17000,Source Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68496812,,other,Other,031xx,NH,27.9,0,11-Aug,1,,,8,0,6378,44.3,11,w,5000,5000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,55327,3,2,1,1,2,48949,99,2,3,64,67.7,14400,0,4,2
68008783,72867509,16000,16000,16000, 60 months,7.91,323.74,A,A5,Project Supervisor,2 years,MORTGAGE,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68008783,,debt_consolidation,Debt consolidation,323xx,FL,28.58,0,8-Sep,0,,,19,0,10034,30.3,22,w,16000,16000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,88386,1,10,1,1,1,78352,111.4,0,0,5603,85.5,33100,0,0,0
68547380,73437229,20000,20000,20000, 36 months,11.48,659.33,B,B5,General Manager,5 years,RENT,60000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68547380,,debt_consolidation,Debt consolidation,234xx,VA,22.62,0,Dec-00,2,,,10,0,29929,61.5,20,w,20000,20000,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,39394,1,1,0,1,17,9465,63.1,2,2,13008,61.8,48700,0,0,3
68445368,73335159,15225,15225,15225, 36 months,8.49,480.55,B,B1,Teacher,3 years,OWN,40000,Not Verified,15-Dec,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68445368,,debt_consolidation,Debt consolidation,366xx,AL,21.21,0,May-99,3,,67,12,1,5278,31,30,w,15225,15225,0,0,0,0,0,0,0,,0,16-Jan,16-Jan,0,,1,INDIVIDUAL,,,,0,0,63528,3,1,0,1,24,58250,99,3,5,2867,31,17050,0,0,1
